date,funding7d_pct,gls,top_ls,taker_ls,oi_pctl_90d,fng,close
2026-01-26,0.0977,1.742,2.352,0.581,43.3,20,24.931
2026-01-27,0.0964,1.087,1.495,1.112,98.9,29,30.8
2026-01-28,0.0945,0.83,1.213,1.45,100.0,29,34.428
2026-01-29,0.0467,0.943,1.266,1.008,98.9,26,30.79
2026-01-30,0.0268,1.257,1.114,1.675,88.9,16,30.623
2026-01-31,0.0363,1.369,1.571,1.344,70.0,20,31.012
2026-02-01,0.013,1.331,1.461,0.874,80.0,14,30.573
2026-02-02,-0.0047,1.506,1.705,2.182,97.8,14,33.282
2026-02-03,-0.0393,1.634,2.118,0.704,96.7,17,32.695
2026-02-04,-0.0637,1.585,1.722,0.879,98.9,14,35.48
2026-02-05,-0.0276,1.493,2.122,0.53,87.8,12,33.087
2026-02-06,-0.0166,1.721,1.986,1.125,77.8,9,32.377
2026-02-07,-0.0647,1.492,1.91,2.817,71.1,6,31.401
2026-02-08,-0.0323,1.303,2.027,1.164,78.9,7,32.441
2026-02-09,-0.0217,1.348,1.997,0.791,71.1,14,31.329
2026-02-10,-0.0018,1.193,1.883,1.082,33.3,9,28.842
2026-02-11,0.0456,1.129,1.707,0.496,44.4,11,29.38
2026-02-12,0.0471,1.062,1.656,0.961,64.4,5,31.09
2026-02-13,0.0896,1.155,1.885,0.614,74.4,9,31.563
2026-02-14,0.1043,1.071,1.877,0.887,76.7,9,31.835
2026-02-15,0.0541,1.098,1.768,1.431,64.4,8,30.699
2026-02-16,0.0165,0.947,1.961,2.616,61.1,12,31.246
2026-02-17,0.0416,0.965,1.965,2.416,47.8,10,29.502
2026-02-18,0.0189,0.937,1.907,1.658,46.7,8,28.672
2026-02-19,0.032,0.888,1.876,0.74,46.7,9,29.0
2026-02-20,0.0146,0.908,1.796,0.751,64.4,7,30.364
2026-02-21,0.0422,0.921,1.836,0.463,56.7,8,29.73
2026-02-22,0.0892,0.948,1.904,2.198,45.6,9,29.015
2026-02-23,0.1093,1.169,1.942,0.826,21.1,5,26.368
2026-02-24,0.0995,1.053,1.923,0.621,27.8,8,27.08
2026-02-25,0.0988,1.175,2.116,1.298,20.0,11,27.884
2026-02-26,0.1158,1.222,2.133,1.074,24.4,11,28.108
2026-02-27,0.1289,1.358,1.963,2.118,15.6,13,27.279
2026-02-28,0.1096,1.104,1.97,1.664,85.6,11,31.204
2026-03-01,0.1129,1.248,1.788,0.587,90.0,14,31.53
2026-03-02,0.1354,1.363,1.755,0.974,93.3,10,32.809
2026-03-03,0.1428,1.823,1.695,0.553,51.1,14,31.288
2026-03-04,0.1306,1.722,1.752,2.192,54.4,10,32.145
2026-03-05,0.1054,1.864,1.85,1.761,21.1,22,30.535
2026-03-06,0.1149,1.478,1.6,0.293,16.7,18,31.019
2026-03-07,0.1406,1.697,1.654,2.483,27.8,12,30.288
2026-03-08,0.1353,1.528,1.665,0.455,15.6,12,30.685
2026-03-09,0.1271,1.06,1.634,0.793,93.3,8,34.661
2026-03-10,0.1111,1.296,1.629,1.072,92.2,13,34.151
2026-03-11,0.0993,1.275,1.696,0.933,98.9,15,36.206
2026-03-12,0.0365,1.099,1.586,1.204,98.9,18,37.248
2026-03-13,-0.0463,1.251,1.643,1.007,95.6,15,36.43
2026-03-14,-0.0713,1.084,1.602,0.44,97.8,16,37.793
2026-03-15,-0.1059,1.147,1.609,0.829,93.3,15,37.242
2026-03-16,-0.0961,1.152,1.703,1.206,100.0,23,40.784
